"Date","Price","Open","High","Low","Vol.","Change %"
"07/16/2021","230,000","230,000","230,500","228,000","465.03K","-0.65%"
"07/15/2021","231,500","229,500","232,500","229,500","0.47K","0.65%"
"07/14/2021","230,000","230,500","232,500","228,500","0.14K","0.00%"
"07/13/2021","230,000","230,000","231,500","229,000","512.48K","0.00%"
"07/12/2021","230,000","228,500","232,000","228,500","0.21K","1.77%"
"07/11/2021","226,000","226,000","226,000","226,000","","0.00%"
"07/09/2021","226,000","227,500","229,000","225,000","1.13M","-1.53%"
"07/08/2021","229,500","232,500","233,000","229,000","0.08K","-1.08%"
"07/07/2021","232,000","235,000","235,000","232,000","0.74K","-1.69%"
"07/06/2021","236,000","236,500","238,000","235,500","0.36K","0.00%"
"07/05/2021","236,000","239,000","239,500","235,500","0.03K","-1.26%"
"07/04/2021","239,000","239,000","239,000","239,000","","0.00%"
"07/02/2021","239,000","243,500","243,500","239,000","819.75K","-1.24%"
"07/01/2021","242,000","238,500","242,500","236,500","0.35K","1.04%"
"06/30/2021","239,500","240,000","240,500","238,500","0.63K","0.00%"
"06/29/2021","239,500","240,500","242,500","239,000","0.27K","-0.62%"
"06/28/2021","241,000","244,000","244,500","240,000","0.80K","-0.82%"
"06/27/2021","243,000","243,000","243,000","243,000","","0.00%"
"06/25/2021","243,000","243,500","244,000","241,000","533.92K","0.21%"
"06/24/2021","242,500","243,000","249,000","241,000","0.13K","0.00%"
"06/23/2021","242,500","242,000","243,000","239,000","0.62K","0.62%"
"06/22/2021","241,000","235,000","243,000","235,000","0.04K","3.43%"
"06/21/2021","233,000","234,000","236,000","232,000","819.40K","-0.85%"
"06/20/2021","235,000","235,000","235,000","235,000","","0.00%"
"06/18/2021","235,000","237,000","238,000","235,000","992.95K","-0.63%"
"06/17/2021","236,500","238,500","239,500","236,000","0.20K","-1.25%"
"06/16/2021","239,500","237,000","243,000","237,000","1.28K","1.05%"
"06/15/2021","237,000","238,000","239,000","235,500","1.05K","-0.42%"
"06/14/2021","238,000","239,000","239,500","235,000","0.03K","-0.21%"
"06/13/2021","238,500","238,500","238,500","238,500","","0.00%"
"06/11/2021","238,500","237,500","241,500","237,000","677.30K","1.06%"
"06/10/2021","236,000","238,500","240,000","236,000","0.08K","-1.46%"
"06/09/2021","239,500","242,500","245,500","239,000","0.34K","-1.64%"
"06/08/2021","243,500","241,500","245,000","238,500","1.66K","0.83%"
"06/07/2021","241,500","244,500","247,500","240,500","0.06K","0.00%"
"06/06/2021","241,500","241,500","241,500","241,500","","0.00%"
"06/04/2021","241,500","241,500","243,000","238,000","1.33M","1.26%"
"06/03/2021","238,500","238,500","240,500","236,500","1.03M","0.21%"
"06/02/2021","238,000","239,000","243,000","235,500","0.03K","0.42%"
"06/01/2021","237,000","235,000","237,500","233,000","0.31K","0.85%"
"05/31/2021","235,000","233,000","235,500","230,500","1.13M","1.29%"
"05/30/2021","232,000","232,000","232,000","232,000","","0.00%"
"05/28/2021","232,000","223,500","232,500","223,000","2.39M","5.22%"
"05/27/2021","220,500","223,000","223,500","220,000","0.08K","-1.34%"
"05/26/2021","223,500","228,000","229,000","222,500","0.17K","-1.76%"
"05/25/2021","227,500","230,000","230,000","225,000","0.16K","-0.22%"
"05/24/2021","228,000","227,500","231,000","226,000","0.01K","0.22%"
"05/23/2021","227,500","227,500","227,500","227,500","","0.00%"
"05/21/2021","227,500","227,000","233,000","225,500","1.33M","1.34%"
"05/20/2021","224,500","228,500","230,500","224,000","0.00K","-2.81%"
"05/19/2021","231,000","231,000","231,000","231,000","","0.00%"
"05/18/2021","231,000","227,500","232,500","226,000","1.03M","1.76%"
"05/17/2021","227,000","232,000","232,500","225,000","0.61K","-0.87%"
"05/16/2021","229,000","229,000","229,000","229,000","","0.00%"
"05/14/2021","229,000","234,000","236,000","226,500","1.35M","-0.22%"
"05/13/2021","229,500","224,000","232,000","222,500","0.05K","0.88%"
"05/12/2021","227,500","226,500","233,000","223,000","0.28K","0.44%"
"05/11/2021","226,500","227,000","228,500","223,500","1.96K","-1.31%"
"05/10/2021","229,500","226,000","230,000","225,500","0.50K","2.46%"
"05/09/2021","224,000","224,000","224,000","224,000","","0.00%"
"05/07/2021","224,000","223,500","227,000","221,000","598.37K","0.22%"
"05/06/2021","223,500","223,000","225,000","221,000","643.13K","0.00%"
"05/05/2021","223,500","223,500","223,500","223,500","","0.00%"
"05/04/2021","223,500","220,000","224,500","217,500","946.55K","2.52%"
"05/03/2021","218,000","212,000","222,500","211,000","1.18M","2.83%"
"05/02/2021","212,000","212,000","212,000","212,000","","0.00%"
"04/30/2021","212,000","216,000","216,500","211,000","1.16M","-2.53%"
"04/29/2021","217,500","221,000","221,000","217,000","0.99K","-1.81%"
"04/28/2021","221,500","220,000","223,500","219,500","0.29K","0.68%"
"04/27/2021","220,000","222,500","222,500","218,000","0.13K","-0.68%"
"04/26/2021","221,500","222,000","222,500","220,000","0.14K","0.23%"
"04/25/2021","221,000","221,000","221,000","221,000","","0.00%"
"04/23/2021","221,000","225,500","225,500","220,500","1.18M","-2.21%"
"04/22/2021","226,000","226,500","231,000","225,500","0.66K","0.22%"
"04/21/2021","225,500","228,000","228,000","224,000","0.02K","-1.53%"
"04/20/2021","229,000","230,000","231,000","228,500","0.27K","-0.43%"
"04/19/2021","230,000","231,500","232,500","229,500","0.52K","-0.65%"
"04/18/2021","231,500","231,500","231,500","231,500","","0.00%"
"04/16/2021","231,500","231,500","233,500","230,500","572.37K","0.43%"
"04/15/2021","230,500","232,500","232,500","229,000","0.49K","-0.86%"
"04/14/2021","232,500","231,000","236,500","230,500","0.59K","1.09%"
"04/13/2021","230,000","226,500","230,000","226,500","0.07K","1.77%"
"04/12/2021","226,000","228,000","228,500","225,500","0.23K","-1.09%"
"04/11/2021","228,500","228,500","228,500","228,500","","0.00%"
"04/09/2021","228,500","231,500","232,000","227,000","721.75K","-1.30%"
"04/08/2021","231,500","229,000","233,500","227,000","909.70K","0.65%"
"04/07/2021","230,000","228,500","232,500","226,500","0.55K","0.00%"
"04/06/2021","230,000","234,500","235,000","229,500","0.68K","-1.71%"
"04/05/2021","234,000","236,000","236,500","230,000","0.38K","0.21%"
"04/04/2021","233,500","233,500","233,500","233,500","","0.00%"
"04/02/2021","233,500","225,500","238,500","225,000","3.63M","6.62%"
"04/01/2021","219,000","220,500","224,000","218,500","0.00K","0.46%"
"03/31/2021","218,000","221,000","221,000","218,000","0.08K","-0.68%"
"03/30/2021","219,500","215,500","221,000","215,000","926.61K","1.86%"
"03/29/2021","215,500","215,500","217,500","211,000","1.17M","0.00%"
"03/28/2021","215,500","215,500","215,500","215,500","","0.00%"
"03/26/2021","215,500","219,500","219,500","212,000","1.47M","-1.15%"
"03/25/2021","218,000","218,500","220,500","216,000","1.07M","-1.36%"
"03/24/2021","221,000","225,000","225,500","220,000","0.71K","-2.43%"
"03/23/2021","226,500","230,000","231,000","225,500","0.10K","-1.09%"
"03/22/2021","229,000","230,000","230,500","227,500","0.05K","-0.22%"
"03/21/2021","229,500","229,500","229,500","229,500","","0.00%"
"03/19/2021","229,500","230,000","232,000","229,000","1.02M","-1.92%"
"03/18/2021","234,000","234,500","238,000","233,500","0.01K","0.86%"
"03/17/2021","232,000","234,000","234,000","230,000","0.41K","-0.85%"
"03/16/2021","234,000","233,000","235,000","232,000","1.26K","0.86%"
"03/15/2021","232,000","233,000","236,000","230,000","0.01K","-0.22%"
"03/14/2021","232,500","232,500","232,500","232,500","","0.00%"
"03/12/2021","232,500","231,500","233,500","229,000","813.92K","1.75%"
"03/11/2021","228,500","228,000","232,000","227,500","0.00K","0.44%"
"03/10/2021","227,500","236,000","236,500","227,000","0.66K","-1.73%"
"03/09/2021","231,500","230,500","234,000","228,000","0.09K","0.43%"
"03/08/2021","230,500","237,000","237,500","230,000","1.23K","-1.91%"
"03/07/2021","235,000","235,000","235,000","235,000","","0.00%"
"03/05/2021","235,000","230,500","237,000","228,500","1.15M","0.00%"
"03/04/2021","235,000","236,000","238,000","232,500","0.55K","-2.08%"
"03/03/2021","240,000","239,000","241,500","236,500","0.31K","0.42%"
"03/02/2021","239,000","244,500","249,000","237,000","0.71K","0.84%"
"03/01/2021","237,000","237,000","237,000","237,000","","0.00%"
"02/26/2021","237,000","238,500","248,500","235,500","2.68M","-3.27%"
"02/25/2021","245,000","239,000","245,000","235,000","1.23K","4.26%"
"02/24/2021","235,000","246,500","248,500","235,000","0.17K","-3.89%"
"02/23/2021","244,500","243,000","247,500","237,000","4.82K","1.24%"
"02/22/2021","241,500","243,000","247,000","240,000","1.22K","-0.21%"
"02/21/2021","242,000","242,000","242,000","242,000","","0.00%"
"02/19/2021","242,000","236,500","242,000","235,500","1.16M","2.76%"
"02/18/2021","235,500","241,000","243,500","235,500","1.14K","-3.29%"
"02/17/2021","243,500","248,000","248,000","242,500","0.67K","-1.62%"
"02/16/2021","247,500","249,000","251,000","245,000","2.90K","0.00%"
"02/15/2021","247,500","247,000","248,500","244,000","0.15K","1.02%"
"02/14/2021","245,000","245,000","245,000","245,000","","0.00%"
"02/10/2021","245,000","239,000","246,000","235,000","1.22M","3.59%"
"02/09/2021","236,500","233,000","240,500","232,500","0.05K","1.07%"
"02/08/2021","234,000","239,000","240,500","228,500","0.92K","-6.21%"
"02/07/2021","249,500","249,500","249,500","249,500","","0.00%"
"02/05/2021","249,500","249,500","250,500","243,000","1.53M","0.40%"
"02/04/2021","248,500","251,000","253,000","244,000","0.94K","1.22%"
"02/03/2021","245,500","245,000","252,000","243,000","0.23K","2.08%"
"02/02/2021","240,500","241,000","243,500","236,000","0.17K","0.84%"
"02/01/2021","238,500","229,000","238,500","224,500","0.26K","4.15%"
"01/31/2021","229,000","229,000","229,000","229,000","","0.00%"
"01/29/2021","229,000","242,000","242,500","227,000","2.64M","-3.98%"
"01/28/2021","238,500","238,000","243,500","236,500","0.18K","-2.85%"
"01/27/2021","245,500","252,500","254,500","245,000","0.17K","-2.39%"
"01/26/2021","251,500","260,000","260,500","250,500","0.74K","-3.27%"
"01/25/2021","260,000","253,000","261,500","251,500","1.89K","1.17%"
"01/24/2021","257,000","257,000","257,000","257,000","","0.00%"
"01/22/2021","257,000","261,000","263,000","257,000","2.07M","-2.84%"
"01/21/2021","264,500","264,000","266,500","259,500","2.57M","2.12%"
"01/20/2021","259,000","271,000","276,500","254,000","2.64K","-0.96%"
"01/19/2021","261,500","244,000","261,500","244,000","0.21K","8.51%"
"01/18/2021","241,000","237,500","246,500","234,000","1.99K","0.42%"
"01/17/2021","240,000","240,000","240,000","240,000","","0.00%"
"01/15/2021","240,000","252,000","255,000","239,000","3.86M","-4.19%"
"01/14/2021","250,500","251,500","255,000","248,500","4.53K","-3.28%"
"01/13/2021","259,000","260,000","265,000","250,000","19.21K","-0.77%"
"01/12/2021","261,000","263,000","274,500","250,500","11.26K","-2.43%"
"01/11/2021","267,500","257,000","288,500","256,000","18.10K","8.74%"
"01/10/2021","246,000","246,000","246,000","246,000","","0.00%"
"01/08/2021","246,000","240,500","257,000","225,000","19.72M","19.42%"
"01/07/2021","206,000","205,500","210,500","204,500","0.18K","1.48%"
"01/06/2021","203,000","209,500","211,000","202,500","1.09K","-3.10%"
"01/05/2021","209,500","207,000","213,000","205,000","1.31K","0.96%"
"01/04/2021","207,500","192,000","211,000","192,000","3.13K","8.07%"
"12/30/2020","192,000","190,500","193,500","189,000","1.35M","0.79%"
"12/29/2020","190,500","191,500","191,500","188,000","0.49K","0.53%"
"12/28/2020","189,500","189,000","193,000","187,500","2.35M","1.34%"
"12/27/2020","187,000","187,000","187,000","187,000","","0.00%"
"12/24/2020","187,000","185,000","189,000","185,000","1.05M","1.08%"
"12/23/2020","185,000","183,000","188,500","183,000","0.07K","0.54%"
"12/22/2020","184,000","186,000","186,500","183,000","1.57K","-1.60%"
"12/21/2020","187,000","189,000","189,000","185,000","0.11K","-1.06%"
"12/20/2020","189,000","189,000","189,000","189,000","","0.00%"
"12/18/2020","189,000","191,000","191,000","189,000","918.15K","-0.79%"
"12/17/2020","190,500","190,000","190,500","188,000","1.32K","0.26%"
"12/16/2020","190,000","190,500","193,000","189,500","0.15K","0.80%"
"12/15/2020","188,500","189,000","190,500","186,000","0.12K","-0.26%"
"12/14/2020","189,000","190,500","191,000","187,000","0.69K","-0.53%"
"12/13/2020","190,000","190,000","190,000","190,000","","0.00%"
"12/11/2020","190,000","193,000","194,500","190,000","1.57M","-0.78%"
"12/10/2020","191,500","189,000","193,500","188,500","0.19K","0.00%"
"12/09/2020","191,500","188,000","192,000","187,000","0.63K","2.68%"
"12/08/2020","186,500","191,500","192,000","186,000","0.39K","-3.62%"
"12/07/2020","193,500","195,000","198,500","190,500","0.89K","-1.53%"
"12/06/2020","196,500","196,500","196,500","196,500","","0.00%"
"12/04/2020","196,500","198,000","199,000","195,000","3.21M","0.00%"
"12/03/2020","196,500","182,500","196,500","182,000","0.48K","7.67%"
"12/02/2020","182,500","183,500","184,500","181,500","1.68M","-0.54%"
"12/01/2020","183,500","183,000","184,500","179,500","1.79M","1.10%"
"11/30/2020","181,500","181,500","188,500","181,500","3.94M","0.28%"
"11/29/2020","181,000","181,000","181,000","181,000","","0.00%"
"11/27/2020","181,000","179,000","181,000","178,000","1.03M","1.12%"
"11/26/2020","179,000","179,500","181,000","178,000","0.96K","-0.28%"
"11/25/2020","179,500","183,500","184,000","178,000","0.42K","-0.83%"
"11/24/2020","181,000","181,000","183,000","179,500","1.50M","1.12%"
"11/23/2020","179,000","175,500","179,500","175,000","0.07K","1.13%"
"11/22/2020","177,000","177,000","177,000","177,000","","0.00%"
"11/20/2020","177,000","179,000","179,500","177,000","1.26M","-1.67%"
"11/19/2020","180,000","179,000","181,500","177,500","0.89K","0.28%"
